date,timestamp,cluster_name,node_name,node_ip,metric_name,value
2023/4/12 17:30,1681291847,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,839276.95
2023/4/12 17:31,1681291907,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,966731.7833
2023/4/12 17:32,1681291967,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,903865.0667
2023/4/12 17:33,1681292027,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,831579.35
2023/4/12 17:34,1681292087,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,926956.1167
2023/4/12 17:35,1681292147,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,820727.4167
2023/4/12 17:36,1681292207,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,922964.9
2023/4/12 17:37,1681292267,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,961411.0167
2023/4/12 17:38,1681292327,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,741271.05
2023/4/12 17:39,1681292387,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,961227.7167
2023/4/12 17:40,1681292447,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,766858.85
2023/4/12 17:41,1681292507,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,999832.9833
2023/4/12 17:42,1681292567,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,951026.05
2023/4/12 17:43,1681292627,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,856236.0333
2023/4/12 17:44,1681292687,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,905279.4833
2023/4/12 17:45,1681292747,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,794572.9333
2023/4/12 17:46,1681292807,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,940774.15
2023/4/12 17:47,1681292867,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,888822.4333
2023/4/12 17:48,1681292927,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,813449.1667
2023/4/12 17:49,1681292987,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,987675.5833
2023/4/12 17:50,1681293047,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,779645.2833
2023/4/12 17:51,1681293107,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,881431.5667
2023/4/12 17:52,1681293167,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,813128.1167
2023/4/12 17:53,1681293227,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,673611.3833
2023/4/12 17:54,1681293287,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,815720.6667
2023/4/12 17:55,1681293347,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,735612.2333
2023/4/12 17:56,1681293407,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,838545.3167
2023/4/12 17:57,1681293467,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,816614.3333
2023/4/12 17:58,1681293527,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,852842.45
2023/4/12 17:59,1681293587,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,828674.9333
2023/4/12 18:00,1681293647,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,670697.5
2023/4/12 18:01,1681293707,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,911161.25
2023/4/12 18:02,1681293767,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,832523.0667
2023/4/12 18:03,1681293827,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,698439.0333
2023/4/12 18:04,1681293887,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,796546.5
2023/4/12 18:05,1681293947,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,735298.3
2023/4/12 18:06,1681294007,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,854838.7
2023/4/12 18:07,1681294067,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,821700.9
2023/4/12 18:08,1681294127,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,643154.9667
2023/4/12 18:09,1681294187,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,844025.7167
2023/4/12 18:10,1681294247,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,718180.8667
2023/4/12 18:11,1681294307,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,795612.25
2023/4/12 18:12,1681294367,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,793123.8167
2023/4/12 18:13,1681294427,cc-cc408-hya,data-node-04,9.9.2.156,elasticsearch_transport_rx_size_bytes_total,730524.45
